id,name,terminalName,lat,long,installed,locked,installDate,removalDate,temporary,nbBikes,nbStandardBikes,nbEBikes,nbEmptyDocks,nbDocks
798,"Birkenhead Street, King's Cross",300212,51.5301998755,-0.122299440803,true,false,1464787980000,,false,13,12,1,14,27
799,"Kings Gate House, Westminster",300202,51.4976984561,-0.137598896295,true,false,1464876480000,,false,0,0,0,24,24
800,"Sopwith Way, Battersea Park",300248,51.4811219398,-0.149035374873,true,false,1457107140000,,false,16,14,2,14,30
801,"Lavington Street, Bankside",300208,51.5052241745,-0.0980318118664,true,false,1458824640000,,false,0,0,0,29,29
802,"Albert Square, Stockwell",300209,51.4765900593,-0.118256789081,true,false,1464865500000,,false,15,15,0,17,32
803,"Southwark Street, Bankside",300238,51.5054099403,-0.0983410884509,true,false,1464787860000,,false,8,8,0,15,23
804,"Good's Way, King's Cross",300243,51.5346677396,-0.125078652873,true,false,1459410960000,,false,14,13,1,13,27
805,"The Metropolitan, Portobello",300244,51.520509,-0.20080483,true,false,1467626400000,,false,10,10,0,8,18
806,"Handyside Street, King's Cross",300241,51.5372405623,-0.124807385707,true,false,1472723460000,,false,3,3,0,24,27
807,"Bevington Road West, North Kensington",300236,51.5212,-0.208888173,true,false,1466715600000,,false,8,7,1,16,24
808,"Gauden Road, Clapham",300207,51.464995,-0.13090885,true,false,1461753540000,,false,15,15,0,13,28
809,"Lincoln's Inn Fields, Holborn",300240,51.5162778834,-0.118272991635,true,false,1467640800000,,false,6,6,0,22,28
810,"Tate Modern, Bankside",300237,51.5067252868,-0.0988072461627,true,false,1464943200000,,false,28,28,0,2,30
811,"Westferry Circus, Canary Wharf",300228,51.5057030357,-0.0277727426235,true,false,1469538960000,,false,34,34,0,2,36
812,"Here East North, Queen Elizabeth Olympic Park",300217,51.5487311915,-0.0226065549321,true,false,1469005200000,,false,22,22,0,6,28
813,"New Spring Gardens Walk, Vauxhall",300224,51.4878074485,-0.122759625866,true,false,1467627120000,,false,36,36,0,1,37
814,"Clapham Road, Lingham Street, Stockwell",300245,51.4714330677,-0.123670735702,true,false,1464870060000,,false,5,5,0,25,30
815,"Lambeth Palace Road, Waterloo",300231,51.5000891978,-0.116628700672,true,false,1462357680000,,false,18,18,0,17,35
816,"Here East South, Queen Elizabeth Olympic Park",300219,51.5465327935,-0.0205975904647,true,false,1489065360000,,false,16,16,0,12,28
817,"Riverlight South, Nine Elms",300232,51.4813354746,-0.138212295869,true,false,1464949140000,,false,26,25,1,0,26
818,"Westminster Pier, Westminster",300249,51.501513,-0.12382322,true,false,1563958740000,,false,2,0,2,25,27
819,"Belvedere Road 2, South Bank",300246,51.50621,-0.114842,true,false,1476360120000,,false,16,16,0,22,38
820,"Victory Place, Walworth",300239,51.492807,-0.091938,true,false,1481807940000,,false,24,22,2,0,24
821,"Battersea Power Station, Battersea Park",300221,51.4835074867,-0.147714557371,true,false,1487335920000,,false,8,7,1,19,27
826,"Allington Street, Victoria",300242,51.496863,-0.1429434,true,false,1500554880000,,false,3,3,0,25,28
827,"Cranmer Road, Stockwell",300247,51.479601,-0.11147178,true,false,1517788800000,,false,17,17,0,7,24
828,"Normandy Road, Stockwell",300225,51.473874,-0.11258096,true,false,1517788800000,,false,12,11,1,20,32
829,"Wynne Road, Stockwell",300230,51.469217,-0.11268674,true,false,1517443200000,,false,5,4,1,20,25
830,"Sidney Road, Stockwell",300229,51.469202,-0.11902256,true,false,1517961600000,,false,22,22,0,5,27
831,"St John's Crescent, Brixton",300215,51.466232,-0.11317995,true,false,1517961600000,,false,21,21,0,4,25
832,"Ferndale Road, Brixton",200240,51.464019,-0.11578197,true,false,1517961600000,,false,30,27,3,0,30
833,"Saltoun Road, Brixton",300206,51.460232,-0.11537509,true,false,1517875200000,,false,42,40,2,0,42
834,"Gas Holders, Battersea Park",300216,51.477966,-0.14785703,true,false,1529449200000,,false,23,23,0,3,26
835,"Farringdon Street, Holborn",300220,51.516785,-0.10494775,true,false,,,false,1,1,0,24,25
836,"York Way, Kings Cross",300235,51.541596,-0.12544145,true,false,,,false,11,9,2,13,24
838,"Fore Street Avenue, Guildhall",300222,51.518093,-0.0914017,true,false,1539254700000,,false,14,14,0,11,25
839,"Sea Containers, South Bank",200144,51.508033,-0.10682363,true,false,1544611140000,,false,13,13,0,17,30
840,"George Row, Bermondsey",002679,51.498585,-0.068981764,true,false,1599752640000,,false,17,17,0,5,22
841,"Tower Wharf, Bermondsey",002667,51.500845,-0.074704305,true,false,,,false,19,19,0,1,20
842,"Temple Gardens, Temple",300250,51.510981,-0.10832249,true,false,1600856400000,,false,16,16,0,8,24
844,"Canada Water Station, Rotherhithe",300252,51.498439,-0.049150215,true,false,1608298140000,,false,28,26,2,7,35
845,"Bermondsey Station, Bermondsey",300253,51.497995,-0.063471392,true,false,1608303660000,,false,21,21,0,9,30
846,"Burgess Park Albany Road, Walworth",300063,51.48224,-0.0942844,true,false,1659792420000,,false,13,13,0,17,30
847,"South Bermondsey Station, Bermondsey",300062,51.488067,-0.057774596,true,false,,,false,15,15,0,9,24
849,"Crimscott Street, Bermondsey",300061,51.495598,-0.078893,true,false,,,false,16,14,2,3,19
850,"Brandon Street, Walworth",300060,51.489102,-0.0915489,true,false,,,false,22,20,2,0,22
851,"The Blue, Bermondsey",300059,51.492221,-0.06251309999998966,true,false,1666044000000,,false,18,18,0,4,22
852,"Coomer Place, West Kensington",300006,51.4835707,-0.2020387000000028,true,false,,,false,6,5,1,21,27
